episode,critic2_loss
0,0.0
1,0.0
2,0.0
3,383.9695625305176
4,310.7975023057726
5,401.6690368652344
6,422.94535064697266
7,550.7118225097656
8,640.6271158854166
9,477.45801798502606
10,659.9860636393229
11,871.1636657714844
12,728.4872131347656
13,668.2845847389915
14,616.4884521484375
15,694.6877950032552
16,676.7444152832031
17,741.5886962890625
18,702.7169799804688
19,650.575830078125
20,640.4622192382812
21,784.2546691894531
22,849.6170120239258
23,860.9428863525391
24,873.4685211181641
25,784.2707824707031
26,856.2871276855469
27,799.2023773193359
28,825.2587036132812
29,867.2973785400391
30,869.2998521592882
31,811.7378573947483
32,792.8755144391741
33,818.4979858398438
34,841.6744155883789
35,848.7950962611607
36,794.150439453125
37,858.8514424641927
38,784.3904331752232
39,716.9525669642857
40,612.0169525146484
41,698.5721469455295
42,635.948860168457
43,754.855242047991
44,693.709943498884
45,727.995351155599
46,622.5929870605469
47,620.9750938415527
48,745.3495585123698
49,613.545263671875
50,634.2931998116629
51,621.7917005750868
52,662.3821139865452
53,664.7190933227539
54,631.7957420349121
55,614.9669078480114
56,508.3940734863281
57,582.1833147321429
58,522.9020652770996
59,584.3511318630642
60,517.7418098449707
61,521.6105422973633
62,480.8604649135045
63,539.4206804547991
64,491.77059766981336
65,490.1906483968099
66,492.5426432291667
67,392.9395751953125
68,391.6158752441406
69,570.0487162272135
70,498.0570882161458
71,555.5704820421007
72,529.4418296813965
73,495.7710825602214
74,503.639643351237
75,378.2312469482422
76,451.63525390625
77,703.1768188476562
78,523.3931070963541
79,523.216552734375
80,421.75624084472656
81,470.18646240234375
82,478.6488255092076
83,436.3496398925781
84,446.84576633998324
85,486.2290903727214
86,410.9726257324219
87,633.7489929199219
88,428.2308807373047
89,322.39105224609375
90,400.0721549987793
91,341.81446838378906
92,429.8658752441406
93,531.1410980224609
94,498.5734558105469
95,415.6966781616211
96,538.8323791503906
97,461.9214782714844
98,462.77793375651044
99,421.6696421305339
100,396.38287353515625
101,448.83924865722656
102,478.156103515625
103,418.30519104003906
104,450.05067443847656
105,365.28233337402344
106,361.3191890716553
107,449.7348114013672
108,393.91034545898435
109,414.10047040666853
110,376.21301608615454
111,374.20076141357424
112,371.37074061802457
113,367.8387954711914
114,397.4505811418806
115,368.9114205496652
116,391.4016367594401
117,411.8734154334435
118,348.4780086941189
119,366.8344482421875
120,330.2305603027344
121,302.6295986175537
122,353.5329761505127
123,347.333139592951
124,345.99036598205566
125,310.75715827941895
126,315.4400141789363
127,296.66147804260254
128,311.2355372111003
129,279.1812493896484
130,289.23389325823103
131,258.3793640136719
132,320.86915079752606
133,283.69195279208094
134,216.25416395399304
135,256.2808125813802
136,259.9659233093262
137,187.29057947794595
138,225.49213256835938
139,246.85205586751303
140,256.1885486949574
141,252.5201633998326
142,203.37015957302518
143,331.86168670654297
144,208.9560292561849
145,229.44396464029947
146,231.9188003540039
147,224.3314208984375
148,202.87195101651278
149,240.79962751600476
150,230.84967393141525
151,204.1474812825521
152,169.37640635172525
153,198.10125028170071
154,195.3223402235243
155,195.4649200439453
156,186.02589198521204
157,175.21541377476282
158,150.03480529785156
159,129.32107870919364
160,194.73241479056222
161,184.047006780451
162,186.52144050598145
163,154.62113189697266
164,163.19658915201822
165,175.80653163364954
166,100.92208099365234
167,188.97281985812717
168,192.74516010284424
169,176.95491313934326
170,234.7258071899414
171,92.07597096761067
172,198.148557027181
173,174.99111366271973
174,190.44823455810547
175,142.8850129445394
176,329.25063069661456
177,216.04378170437283
178,92.79386901855469
179,95.18511454264323
180,187.9574580192566
181,185.66674931844076
182,142.93295335769653
183,117.21523221333821
184,72.03165206909179
185,98.80030604771206
186,184.35168228149413
187,122.68652629852295
188,138.11349232991537
189,65.44470977783203
190,126.83308563232421
191,85.9459056854248
192,179.2300059000651
193,113.50759220123291
194,171.22266642252603
195,122.05081770155165
196,86.34307607014973
197,130.12134606497628
198,57.054423014322914
199,168.97189474105835
200,167.48611736297607
201,115.27741241455078
202,91.78823375701904
203,119.31545181274414
204,139.93560791015625
205,147.65744400024414
206,280.82435607910156
207,58.02413686116537
208,138.8044295310974
209,116.22876739501953
210,135.63886795043945
211,120.25602776663644
