episode,critic1_loss
0,0.0
1,0.0
2,0.0
3,4.399621556202571
4,3.545951753854752
5,4.324299812316895
6,5.857996344566345
7,6.003752529621124
8,6.182729125022888
9,6.661268329620361
10,7.6258339285850525
11,9.731400847434998
12,8.293478012084961
13,11.438956022262571
14,8.49530565738678
15,10.950031757354736
16,10.19964075088501
17,11.58004093170166
18,11.613183736801147
19,9.12968683242798
20,12.796877145767212
21,12.345797729492189
22,12.28388843536377
23,11.63695240020752
24,11.103000164031982
25,9.221052169799805
26,12.674010753631592
27,12.782322883605955
28,11.26560091972351
29,9.93647527694702
30,13.028167486190796
31,18.76879978179932
32,20.378078733171737
33,11.966569857163863
34,12.066510677337646
35,15.969012433832342
36,15.97872667312622
37,14.17363953590393
38,14.136883656183878
39,18.027766466140747
40,11.819377899169922
41,15.36090850830078
42,12.944989776611328
43,14.23542423248291
44,12.614224243164063
45,15.577397346496582
46,13.906318855285644
47,16.846707026163738
48,17.911324977874756
49,10.431729316711426
50,14.076254632737902
51,15.522150993347168
52,12.599310738699776
53,13.279141426086426
54,17.576677894592287
55,17.06128752231598
56,14.090877723693849
57,15.507484277089436
58,11.0558842420578
59,12.861625936296251
60,12.228152881969104
61,13.83679449558258
62,12.003495454788208
63,12.3385831287929
64,10.07644635438919
65,15.421932458877563
66,16.537609736124676
67,14.408506965637208
68,11.83833703994751
69,10.413285636901856
70,11.955917930603029
71,15.731271147727966
72,13.682163000106812
73,15.75126838684082
74,12.301899242401124
75,13.114443016052244
76,12.070873832702636
77,13.392290496826172
78,9.661983299255372
79,15.776153564453123
80,15.401250771113803
81,14.266594568888346
82,14.96219236200506
83,15.171745681762696
84,15.907536188761393
85,12.053958415985107
86,15.542009925842285
87,15.065596512385778
88,15.511231899261476
89,11.28255613644918
90,11.35907014211019
91,16.011431312561037
92,10.712222046322292
93,11.066116619110108
94,10.707154989242554
95,13.93017590045929
96,10.96919600168864
97,20.239146423339843
98,14.35195084980556
99,10.726612949371338
100,13.823709106445312
101,20.18035125732422
102,12.790160860334124
103,15.82598658970424
104,10.49507577078683
105,13.123067696889242
106,14.320123481750487
107,14.444934606552124
108,13.727460013495552
109,16.53132450580597
110,18.1793105006218
111,10.979378938674929
112,10.291443877749971
113,11.21361247698466
114,16.179854345321655
115,12.367489284939236
116,12.664102474848429
117,16.255776935153538
118,16.586443000369602
119,12.951040784517923
120,12.41222825050354
121,11.965240061283112
122,18.357340971628823
123,10.24804437160492
124,11.926576554775238
125,11.920643719759854
126,15.554614162445068
127,12.559605492485892
128,15.672705703311497
129,13.158357286453247
130,14.755698108673096
131,10.129858710549094
132,11.086655616760254
133,16.222084257337784
134,15.462925386428832
135,13.66828695933024
136,16.745261245303684
137,15.3849901093377
138,13.998151493072507
139,19.820674896240234
140,10.837466716766356
141,10.648375630378723
142,11.471414947509766
143,11.952093442281088
144,12.967715899149576
145,8.16690190633138
146,21.420384407043457
147,20.46710860729217
148,14.415404319763184
149,17.31944332122803
150,14.093024730682371
151,13.851797103881836
152,11.907227396965029
153,10.070599873860678
154,14.795758247375488
155,12.748260974884031
156,20.967950582504272
157,10.055095434188845
158,11.15402889251709
159,22.37614568074544
160,19.21967347462972
161,12.503939819335937
162,11.794590711593628
163,20.1403603553772
164,14.20014762878418
165,9.256005048751833
166,15.811297416687012
167,12.575266361236572
168,18.078271230061848
169,13.675508817036947
170,12.551562309265137
171,21.98019854227702
172,10.781763394673666
173,12.757384141286217
174,18.193362871805828
175,17.667692184448242
176,13.982241749763489
177,18.50997948646545
178,17.617732048034668
179,10.337533950805664
180,16.355796098709106
181,11.23708979288737
182,18.02290105819702
183,23.166570901870728
184,14.85507106781006
185,10.462957859039308
186,15.531219482421877
187,15.003518342971802
188,8.358204364776611
189,15.911269823710125
190,15.327011426289875
191,14.81406339009603
192,24.24413108825684
193,19.55640517340766
194,17.820059935251873
195,13.378992080688477
196,18.87914562225341
197,11.557198267716627
198,16.845349008386787
199,19.95005590265448
200,15.39213616507394
201,12.755301292125996
202,12.26339036768133
203,12.88086873292923
204,19.87548557917277
205,15.24381399154663
206,15.216402580863551
207,12.664312969554556
208,15.718282651901244
209,12.852430820465088
210,17.048893928527832
211,14.48016631603241
212,15.555207399221567
213,12.440820376078287
214,11.33186173439026
215,10.052623748779297
216,13.992969853537424
217,18.560151316902854
218,12.008001804351808
219,24.91434860229492
220,13.27933927377065
221,14.517857985063031
222,14.734308348761664
223,10.680254936218262
224,13.567561864852903
225,14.117770075798036
226,17.248902320861816
227,14.99091210961342
228,15.537781397501629
229,15.224235773086548
230,17.509015853588398
231,14.6340871281094
232,15.381406556992305
233,14.14749805132548
234,16.706188519795734
235,15.483020695773035
236,16.89409023172715
237,16.915012465582954
238,15.49421773638044
239,15.047957102457682
240,20.357967472076417
241,10.338749647140505
242,14.604478048241656
243,15.305547826430375
244,16.96244421005249
245,13.99792320387704
246,16.725881886482238
247,11.96243453025818
248,15.962242984771729
249,14.83281614780426
250,10.338755316204496
251,15.3747226079305
252,20.65400759379069
253,14.987987101078032
254,20.842306792736053
255,17.13222340742747
256,14.56375204889398
257,17.885863477533515
258,13.693063345822422
259,20.74350796805488
260,14.466096878051758
261,18.91398991857256
262,14.152951955795288
263,16.217312177022297
264,17.59715042114258
265,16.554226807185582
266,22.132590207186613
267,18.76699434007917
268,21.24669845104217
269,15.673020499093193
270,11.56175509366122
271,12.240235996246335
272,15.862171363830566
273,14.251581941332136
274,11.394332885742188
275,12.948554107121058
276,13.68285834789276
277,13.62104618549347
278,14.358226696650188
279,16.23252895474434
280,19.24697589874268
281,16.85259038209915
282,14.30797139081088
283,12.985195994377136
284,22.982374572753905
285,17.00192004442215
286,12.597610070155216
287,20.79212960600853
288,16.51593691110611
289,14.995472311973572
290,14.534297545750936
291,15.589534356043888
292,18.35987322671073
293,18.172154017857142
294,14.645960287614304
295,12.932349920272827
296,14.672977149486542
297,13.10530138015747
298,19.187057971954346
299,14.378206952412922
300,13.797102080451118
301,20.83022385835648
302,18.893866658210754
303,12.793322722117106
304,26.229613304138184
305,16.58809889279879
306,16.20306314740862
307,22.436684131622314
308,15.64867455618722
309,6.084427356719971
310,27.90171813964844
311,13.05595588684082
312,14.878423261642457
313,15.595574595711447
314,15.489615006880326
315,18.5919189453125
316,18.196882671780056
317,14.984342204199898
318,16.966238074832493
319,15.875717639923096
320,18.78570240736008
321,20.003966093063354
322,14.81560320854187
323,14.175476604037817
324,15.381707509358725
325,16.979040479660036
326,17.074083588340066
327,16.85995455792076
328,20.478742440541584
329,23.062825679779053
330,16.211593103408813
331,19.54654937320285
332,14.35579320362636
333,20.785542726516724
334,13.938108444213867
335,17.306605762905544
336,19.654249286651613
337,17.15460612557151
338,18.2493112303994
339,15.078371592930385
340,20.84034855025155
341,14.949972179200914
342,21.730829000473022
343,13.426057529449462
